客户号,客户全称,开户日期,销户日期,手机,证件号码,状态,备注,地址,交易中心,客户证券现货内部资金账户,客户证券现货内部资金账户开户日期,法人,客户性质,客户类,开户操作员,销户操作员,客户反洗钱风险等级
18610013,杭州七禾聚资产管理有限公司,20181107,,17612191407,MA27W6A1-X,正常,,中国浙江省杭州市滨江区寰宇天下商务中心B座1503室,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],v6s9010002,,
18729001,濮阳市越大物资有限责任公司,20180516,,18539351253,09288443-9,只可平仓,,中国河南省濮阳市黄河中路墨香苑2号楼09号房,第三交易中心,,,李凯凯,法人,420679____[上海分公司-营销部-上海朱建国-__-__],zyf2,,
18729002,镇江同立橡胶有限公司,20180627,20190910,13862444866,14137327-3,销户,,中国江苏省镇江市镇江新区松林山路79号,第三交易中心,,,徐康,法人,100679____[总部公共部-营销部-上海朱建国-__-__],zyf2,xn1,
18729003,浙江洪波科技股份有限公司,20180716,20190412,13505722510,14697671-9,销户,,中国浙江省湖州市练市镇万潭湾,第三交易中心,,,陈找根,法人,100679____[总部公共部-营销部-上海朱建国-__-__],xsr,xn1,
18729004,汇智创富投资管理（浙江）有限公司,20180815,,15821080431,MA27Y3DN-1,只可平仓,,中国浙江省杭州市下城区德胜中路369号407室,第三交易中心,,,方时雄,法人,4201______[上海分公司-公共维护-__-__-__],xsr,,
18729005,广西今朝顺贸易有限公司,20180910,,15296449697,MA5NC7WN-3,只可平仓,于2021年5月7日配合广西南宁市公安局南湖分局调取证据,中国广西壮族自治区南宁市青秀区中泰路9号天健国际公馆A座1402号,第三交易中心,,,宋仕斌,法人,420679__01[上海分公司-营销部-上海朱建国-__-ctp],xsr,,
18910001,民生期货有限公司,20180328,20180907,,71093453-7,销户,,中国北京市东城区建国门内大街28号民生金融中心D座7层,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],zcb3,xn1,
18910002,吴娱娜,20181030,20201112,13911952770,911100001000229601,销户,,中国北京市东城区建国门内大街28号民生金融中心D座7层,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],yss1,dhz,
19112001,山西大象生物科技有限公司,20191101,,13333444899,MA0KJ8R4-5,只可平仓,,中国山西省吕梁市文水县刘胡兰镇大象村,第三交易中心,,,段俊辉,法人,0306yg__01[大同营业部-营销部-大同张戮-__-ctp],wyl2,,
19113011,沈阳益海嘉信金属材料有限公司,20190626,,13079886886,MA0YFX2N-0,正常,,中国辽宁省沈阳市沈北新区蒲硕路90-8号,第三交易中心,,,冉德双,法人,1306fh____[机构业务六部(李奇峰)-营销部-营销李奇峰-__-__],lyf1,,
19122001,大连泓达生态发展有限公司,20200102,,13904099307,MA0YL771-4,只可平仓,,中国辽宁省大连市普兰店区莲山街道安家社区,第三交易中心,,,金崇浩,法人,3506iz__01[大连分公司-营销部-大连李健-__-ctp],zyh2,,
19126001,北京金大虎资本管理有限公司,20190821,20210816,13811488007,56949668-8,销户,,中国北京市大兴区亦庄开发区地盛北街1号北工大软件园18号楼云基地9层,第三交易中心,,,,法人,4006__c730[机构业务二部-营销部-__-北京营销陈能镇-自有资金],v6s9010002,dhz,
19126002,北京金大虎资本管理有限公司,20191018,20210816,13811134962,56949668-8,销户,,中国北京市大兴区亦庄开发区地盛北街1号北工大软件园18号楼云基地9层,第三交易中心,,,,法人,4006__c730[机构业务二部-营销部-__-北京营销陈能镇-自有资金],v6s9010002,dhz,
19128001,上海相变投资管理有限公司,20190729,20210831,18583785353,34219894-2,销户,,中国上海市浦东新区福山路458号同盛大厦1901室,第三交易中心,,,,法人,4106h4__01[广东分公司-营销部-广东分营销黄友良-__-ctp],v6s9010002,dhz,
19128002,横琴广金美好基金管理有限公司,20191104,,,19223854-9,正常,,中国广东省广州市天河区珠江东路30号广州银行大厦2201,第三交易中心,,,,法人,4106h4__01[广东分公司-营销部-广东分营销黄友良-__-ctp],zcb3,,
19128003,上海量金资产管理有限公司,20191202,,68583977,20196194-0,正常,,中国上海市浦东新区锦康路308号1701C,第三交易中心,,,,法人,4106h4__29[广东分公司-营销部-广东分营销黄友良-__-CTP-自有资金],zyy1,,
19128006,珠海市和赢资产管理有限责任公司,20191204,,,32484701-3,只可平仓,,中国广东省佛山市南海区桂城海六路8号联达大厦1203室,第三交易中心,,,,法人,4102k8__01[广东分公司-居间-广东分居间颜德山-__-ctp],wzd2,,
19128007,上海品赋投资管理有限公司,20191209,20210127,18502100762,63159284X,销户,,中国上海市浦东新区张杨路1515弄22号303室,第三交易中心,,,,法人,4106h4__01[广东分公司-营销部-广东分营销黄友良-__-ctp],zyy1,dhz,
19128008,珠海格林顿资产管理有限公司,20191225,,18620561001,71093453-7,正常,,中国广东省广州市天河区花城大道68号环球都会广场1101室,第三交易中心,,,,法人,4106h4__29[广东分公司-营销部-广东分营销黄友良-__-CTP-自有资金],zyy1,,
19128168,广东金羊基金管理有限公司,20190826,,13600053813,MA59JB6X-6,只可平仓,,中国广东省广州市天河区华夏路16号1402房(部位:自编B)(仅限办公),第三交易中心,,,,法人,4101______[广东分公司-公共维护-__-__-__],wzd2,,
19129001,上海瓦洛兰投资管理有限公司,20191031,,15692166157,32445588-8,只可平仓,,中国上海市浦东新区桃林路777号1005室,第三交易中心,,,,法人,42__in__01[上海分公司-__-上海陈祥d-__-ctp],wzd2,,
19129002,中安鼎盛投资(深圳)有限公司,20191127,20210427,19924469039,914403001017814402,销户,无,中国广东省深圳市南山区尚美科技大厦1405室,第三交易中心,,,,法人,4206incm29[上海分公司-营销部-上海陈祥d-范溪-CTP-自有资金],xsr,dhz,
19151001,上海常沂商贸有限公司,20191114,,13839493119,MA1JA3CF-8,正常,,中国河南省周口市郸城县建新街003号,第三交易中心,,,陈发义,法人,2006__58__[郑州营业部-营销部-__-营销万玉霞-__],zcb3,,
19162777,宁波普晨贸易有限公司,20191023,20211012,15333157097,MA2GTWP93,销户,,中国河北省唐山市路北区世纪花园119.2.402,第三交易中心,,,李良柱,法人,0806e4____[天津营业部-营销部-天津营销高世阳-__-__],zcb3,dhz,
19162789,天津仙童投资管理有限责任公司,20190522,,13516165577,69741432-5,只可平仓,,中国天津市和平区西康路三十六号小区23-1-601,第三交易中心,,,,法人,0806e4cm27[天津营业部-营销部-天津营销高世阳-范溪-参赛2019],zcb3,,
19210001,江西易良农业服务有限公司,20190531,20210709,13770504666,MA37YAJD-9,销户,,中国江西省南昌市红谷滩新区凤凰中大道1000号南昌万达中心B3写字楼2106室,第三交易中心,,,祝晓东,法人,5806b1____[产业机构业务部-营销部-营销吴朝清-__-__],ywf,dhz,
19210002,北京中诚志远投资有限公司,20190624,,18612066855,63159284-X,正常,,中国北京市朝阳区望京绿地中心中国锦2702,第三交易中心,,,,法人,5802fr____[产业机构业务部-居间-产业机构部居间尹勇-__-__],jykf03,,
19210003,齐齐哈尔粮食集团有限公司,20190805,,18686926667,69263096-9,只可平仓,,中国黑龙江省齐齐哈尔市铁锋区南卜街2号,第三交易中心,,,安洪力,法人,5806b1____[产业机构业务部-营销部-营销吴朝清-__-__],ywf,,
19210005,齐齐哈尔市第一粮库有限公司,20190805,,13945239226,66902162-0,正常,,中国黑龙江省齐齐哈尔市铁锋区南卜街2号,第三交易中心,,,曹波,法人,5806b1____[产业机构业务部-营销部-营销吴朝清-__-__],zyf2,,
19216001,广州或恪投资管理有限公司,20190403,,13534159169,192238549,只可平仓,,中国广东省广州市天河区珠江东路32号利通广场34楼D15房,第三交易中心,,,,法人,0702eq__01[山东分公司-居间-天津居间天津磐实教育信息咨询有限公司-__-ctp],bx1,,
19216002,青岛祝融富田投资管理有限公司,20190524,,13361248927,32151398-2,正常,,中国山东省青岛市市北区龙城路31号卓越世纪中心3号楼3703,第三交易中心,,,,法人,0701____01[山东分公司-公共维护-__-__-ctp],bx1,,
19216003,青岛祝融富田投资管理有限公司,20191105,,13361248927,32151398-2,正常,,中国山东省青岛市青岛市市北区龙城路31号卓越世纪中心3号楼3703,第三交易中心,,,,法人,0701____01[山东分公司-公共维护-__-__-ctp],bx1,,
19217999,泽贤投资管理(杭州)有限公司,20191219,,18657166976,MA28RE7R-9,只可平仓,,中国浙江省杭州市上城区馆驿后10号1306室,第三交易中心,,,江坤,法人,1706cl__01[机构业务六部-营销部-营销陈龙-__-ctp],jykf03,,
19222001,沈阳中金联合服务有限公司,20190829,,18698702567,MA0P4GCA-3,只可平仓,,中国辽宁省沈阳市浑南区泗水街55号1-10-76,第三交易中心,,,张帅,法人,3501______[大连分公司-公共维护-__-__-__],wzd2,,
19222888,宁波灵泽投资管理有限公司,20191202,,13898408083,MA293P7Y6,正常,,中国辽宁省大连市沙河口区星海大观E座2906、2907,第三交易中心,,,,法人,3502ix__01[大连分公司-居间-大连分居间金怀成-__-ctp],wzd2,,
19224001,云南艾拉博贸易有限公司,20190201,,13456826727,MA6KB99H-7,正常,,中国云南省昆明市白云路229号附1号万发生鲜农贸市场1-1-7C号,第三交易中心,,,张洁琼,法人,240676____[昆明营业部-营销部-营销张金凤-__-__],zzp,,
19226001,蓝石资产管理有限公司,20191211,,18515812103,30060428-7,正常,,中国北京市朝阳区东三环中路63号富力中心801,第三交易中心,,,李九如,法人,4002hj__30[机构业务二部-居间-北京居间杨海龙-__-自有资金],zyy1,,
19227001,杭州美证投资管理有限公司,20190918,,18667182721,34180995-9,正常,,中国浙江省杭州市经济技术开发区财通中心821室,第三交易中心,,,张俊,法人,2701______[杭州营业部-公共维护-__-__-__],zyf2,,
19227008,浙江在赢资产管理有限公司,20190906,,18006788885,63159284X,正常,,中国浙江省杭州市下城区北上新城1幢1号门915室,第三交易中心,,,,法人,2702gl____[杭州营业部-居间-杭州居间徐盼-__-__],yl,,
19227777,上海元苔投资管理有限公司,20190930,20200408,18368094533,192238549,销户,,中国浙江省杭州市上城区赞成中心东楼1006室,第三交易中心,,,,法人,2702hg__01[杭州营业部-居间-机构业务一部（SZ）居间王梅-__-ctp],zyf2,dhz,
19229003,上海岳海资产管理有限公司,20190716,,18621808985,91510100201961940F,正常,,中国上海市浦东新区浦电路438号1503室,第三交易中心,,,,法人,4201____01[上海分公司-公共维护-__-__-ctp],shfgsgt01,,
19262688,河北腾信财达商贸股份有限公司,20190903,20210430,15533906668,MA0D79LC-3,销户,,中国河北省石家庄市长安区丰收路保利花园C区1.1.1903,第三交易中心,,,周烨,法人,0802hd____[天津营业部-居间-天津居间周洪远-__-__],zyf2,dhz,
19327001,上海千象资产管理有限公司,20190305,,,39875346-6,正常,,中国上海市浦东新区福山路500号城建国际中心602单元,第三交易中心,,,,法人,2703____01[杭州营业部-证券-__-__-ctp],zyy1,,
19344001,深圳市红十三六号投资合伙企业(有限合伙),20191014,,15002082025,31191077-3,只可平仓,,中国广东省深圳市南山区大冲商务中心B座9层,第三交易中心,,,成凤,法人,9103____01[深圳深南大道科技园证券营业部-证券-__-__-ctp],wzd2,,
19378001,中海外物流有限公司,20190307,,13832976797,MA07N8NA-9,只可平仓,,中国河北省唐山市曹妃甸工业区中山路市政服务大厦B座7层,第三交易中心,,,苏捷,法人,5303______[唐山大里路证券营业部-证券-__-__-__],5301,,
19381001,南阳晟发新材料有限公司,20191016,,18613777382,MA46R5KR-9,只可平仓,,中国河南省南阳市淅川县上集镇园区路18号,第三交易中心,,,多化剑,法人,2002h9____[郑州营业部-居间-郑州居间陈-__-__],1201,,
19385001,民生证券股份有限公司,20190417,,,10178144-0,正常,,中国上海市浦东新区世纪大道1168号B座2101室,第三交易中心,,,,法人,6203______[上海漕溪北路证券营业部-证券-__-__-__],zyf2,,
19385006,民生证券股份有限公司,20190716,20210111,13585870795,10178144-0,销户,,中国上海市浦东新区世纪大道1168号东方金融广场B座21层,第三交易中心,,,,法人,6203______[上海漕溪北路证券营业部-证券-__-__-__],601,dhz,
19510002,北京黑金时空资本管理有限公司,20190620,,13683016313,MA01G9A0-3,只可平仓,,中国北京市房山区长沟镇金元大街1号北京基金小镇大厦B座183,第三交易中心,,,李殿春,法人,100493cm01[总部公共部-后台-总部后台姜丕臻-范溪-ctp],wzd2,,
19510003,上海洛书投资管理有限公司,20190715,,17621881962,15815989-8,只可平仓,,中国上海市浦东新区杨高南路729号1号楼3903,第三交易中心,,,,法人,6004go__01[金融机构业务部-后台-金融机构业务部后台杨帆-__-ctp],zyf2,,
19510005,上海洛书投资管理有限公司,20190806,20200309,17621881962,63159284X,销户,,中国上海市浦东新区杨高南路729号1号楼3903,第三交易中心,,,,法人,1004bd__01[总部公共部-后台-维护1-__-ctp],zcb3,wjn1,
19510009,上海珠池资产管理有限公司,20190801,,15901875605,31243242-7,只可平仓,,中国上海市浦东新区张杨路707号生命人寿大厦2502,第三交易中心,,,,法人,1004bd__01[总部公共部-后台-维护1-__-ctp],zcb3,,
19510010,天算量化（北京）资本管理有限公司,20190808,20210730,13811629530,91110000781703453H,销户,,中国北京市海淀区清华科技园创业大厦408,第三交易中心,,,,法人,1004bd__01[总部公共部-后台-维护1-__-ctp],zyf2,dhz,
19510011,上海名禹资产管理有限公司,20190828,,13813388625,91320000704041011J,只可平仓,,中国上海市浦东新区民生路1518号A座601,第三交易中心,,,,法人,6004go__30[金融机构业务部-后台-金融机构业务部后台杨帆-__-自有资金],v6s9010001,,
19510012,昊泽致远（北京）投资管理有限公司,20190918,,18246125996,914403001922784445,正常,,中国北京市朝阳区北京市朝阳区光华路4号院1号楼18层2106,第三交易中心,,,,法人,100451cm29[总部公共部-后台-维护2-范溪-CTP-自有资金],zyy1,,
19510015,广东御澜资产管理有限公司,20190917,,18270899747,MA4W686J-1,只可平仓,,中国广东省深圳市福田区民田路178号华融大厦1407,第三交易中心,,,,法人,100451__29[总部公共部-后台-维护2-__-CTP-自有资金],jykf05,,
19510016,致诚卓远（珠海）投资管理合伙企业（有限合伙）,20190917,,18575511028,91320000704041011J,正常,,中国云南省昆明市官渡区古渡口路2699号滇池ONE3-4-1,第三交易中心,,,,法人,6004go__29[金融机构业务部-后台-金融机构业务部后台杨帆-__-CTP-自有资金],zyy1,,
19510018,上海亚厚资产管理有限公司,20190927,,18501350423,10178144-0,正常,,中国北京市海淀区互联网创新中心106,第三交易中心,,,,法人,1002Bj__29[总部公共部-居间-总部居间平度市多面手信息咨询服务中心-__-CTP-自有资金],sm,,
19510019,北京黑金时空资本管理有限公司,20191118,,13683016313,MA01G9A0-3,只可平仓,,中国北京市朝阳区左家庄中街豪成大厦3层309室,第三交易中心,,,,法人,100493__01[总部公共部-后台-总部后台姜丕臻-__-ctp],wzd2,,
19510020,广东御澜资产管理有限公司,20191122,,18270899747,MA4W686J-1,只可平仓,,中国广东省深圳市福田区民田路178号华融大厦1407,第三交易中心,,,,法人,100451__29[总部公共部-后台-维护2-__-CTP-自有资金],zbyygt01,,
19510021,广东御澜资产管理有限公司,20191122,20200609,18270899747,914403001017814402,销户,,中国广东省深圳市福田区民田路178号华融大厦1407,第三交易中心,,,,法人,100451__29[总部公共部-后台-维护2-__-CTP-自有资金],zyy1,dhz,
19510022,上海戊戌资产管理有限公司,20191127,,15195805805,33252626-0,只可平仓,,"中国上海市浦东新区银城中路8号 3206",第三交易中心,,,,法人,6004go__29[金融机构业务部-后台-金融机构业务部后台杨帆-__-CTP-自有资金],zbyygt01,,
19510023,昊泽致远（北京）投资管理有限公司,20191231,,18246125996,15815989-8,只可平仓,,中国北京市朝阳区北京市朝阳区光华路4号院1号楼18层2106,第三交易中心,,,,法人,100451__29[总部公共部-后台-维护2-__-CTP-自有资金],zyy1,,
19523016,内蒙古佰渡资本有限公司,20191105,20210817,13924112822,MA0Q171N-X,销户,,中国内蒙古自治区包头市青山区钢铁大街46号金顶商务大厦907,第三交易中心,,,莫民,法人,1604b2__01[包头营业部-后台-营销张伟-__-ctp],wzd2,dhz,
19523158,内蒙古敕勒川糖业有限责任公司,20190201,20200217,15048166917,MA0N0QMD5,销户,,中国内蒙古自治区包头市土默特右旗新型工业园区,第三交易中心,,,高智利,法人,1606b2____[包头营业部-营销部-营销张伟-__-__],zyf2,dhz,
19528001,横琴广金美好基金管理有限公司,20190906,,,91150000701463155D,只可平仓,,中国广东省广州市天河区珠江东路30号广州银行大厦2201,第三交易中心,,,,法人,4106gt__29[广东分公司-营销部-营销谢祥华-__-CTP-自有资金],zyy1,,
19529004,上海岳海资产管理有限公司,20190805,20200513,18621808985,13219823-1,销户,,中国上海市浦东新区浦电路438号1503室,第三交易中心,,,,法人,4204fzcm__[上海分公司-后台-上海后台苏愈-范溪-__],zcb3,dhz,
19562999,三河汇福粮油集团饲料蛋白有限公司,20190819,,18833732233,76517553-1,正常,,中国河北省廊坊市三河市燕郊汇福路西侧,第三交易中心,,,石克荣,法人,0806gm____[天津营业部-营销部-营销宿菁-__-__],zyf2,,
19610001,广州市草本投资管理有限公司,20190325,20210420,15918708102,304389158,销户,,中国广东省广州市天河区珠江东路16号3801房之自编05单元,第三交易中心,,,,法人,1001____29[总部公共部-公共维护-__-__-CTP-自有资金],zyy1,dhz,
19610002,宁波平方和投资管理合伙企业（有限合伙）,20191018,20200602,,63159284-X,销户,,中国北京市海淀区清华科技园D座1201C,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],zcb3,dhz,
19610003,深圳前海无量资本管理有限公司,20191206,,13297940337,914403001017814402,正常,,中国广东省深圳市福田区金田路2028号皇岗商务中心902,第三交易中心,,,,法人,1001____01[总部公共部-公共维护-__-__-ctp],zcb3,,
19610005,民生博海资本管理有限公司,20191204,,18670721996,MA1G5HCG-4,只可平仓,,中国上海市浦东新区东方路971号钱江大厦1203室,第三交易中心,,,胡天存,法人,1001__cm01[总部公共部-公共维护-__-范溪-ctp],v6s9010002,,
19610006,深圳市民博商贸有限公司,20191209,,13026625080,MA5FG1X3-4,只可平仓,,中国广东省深圳市福田区沙头街道天安社区泰然九路盛唐商务大厦东座1402,第三交易中心,,,孙波,法人,1001____01[总部公共部-公共维护-__-__-ctp],ywf,,
19627008,上海千象资产管理有限公司,20191015,,0,91320000704041011J,只可平仓,,中国上海市浦东新区福山路500号城建国际中心602单元,第三交易中心,,,,法人,2701____29[杭州营业部-公共维护-__-__-CTP-自有资金],zyy1,,
19628001,上海锐天投资管理有限公司,20190712,20191217,,91150000701463155D,销户,,中国上海市徐汇区龙兰路277号东航滨江中心2号楼805,第三交易中心,,,,法人,4101____01[广东分公司-公共维护-__-__-ctp],zcb3,dhz,
19910001,民生期货有限公司,20191224,,,63159284X,正常,,中国北京市东城区建国内内大街28号民生金融中心A-19层,第三交易中心,,,,法人,1001__cm01[总部公共部-公共维护-__-范溪-ctp],888,,
20110001,华宝信托有限责任公司,20200325,,18602106890,19033642-8,正常,,中国上海市浦东新区自由贸易试验区世纪大道100号59层,第三交易中心,,,,法人,D106kfcm29[机构业务一部（黄长友）-营销部-机构业务一部营销黄长友-范溪-CTP-自有资金],zyy1,,
20110002,上海思勰投资管理有限公司,20200319,,13671852698,63159284X,正常,,中国上海市浦东新区福山路388号越秀大厦906室,第三交易中心,,,,法人,D106kfcm29[机构业务一部（黄长友）-营销部-机构业务一部营销黄长友-范溪-CTP-自有资金],zyy1,,
20110005,苏州工业园区华智汇金资产管理有限公司,20200518,,053255522865,91370000729246347A,只可平仓,,中国江苏省苏州市吴江区苏州工业园区苏虹东路183号东沙湖股权投资中心7栋101、201、301室,第三交易中心,,,,法人,D1__kf____[机构业务一部（黄长友）-__-机构业务一部营销黄长友-__-__],wzd2,,
20110007,上海思勰投资管理有限公司,20200527,,15900742404,MA1K379W-1,只可平仓,,中国上海市浦东新区福山路388号越秀大厦906室,第三交易中心,,,,法人,D106____01[机构业务一部（黄长友）-营销部-__-__-ctp],jykf01,,
20110017,北京佳博致远私募基金管理有限公司,20200724,,13811592757,MA290JQH-5,正常,,中国北京市朝阳区东三环中路61号富力万丽酒店裙楼5层,第三交易中心,,,,法人,400630__01[机构业务二部-营销部-营销关-__-ctp],jykf05,,
20110018,宁波恒牛佳博资产管理有限公司,20200716,20210408,15011466752,192238549,销户,,中国北京市朝阳区东三环中路61号富力万丽酒店裙楼5层,第三交易中心,,,,法人,400630__01[机构业务二部-营销部-营销关-__-ctp],jykf03,dhz,
20110019,北京佳博致远私募基金管理有限公司,20200605,,13811592757,MA290JQH-5,正常,,中国北京市朝阳区东三环中路61号富力万丽酒店裙楼5层,第三交易中心,,,,法人,400630__01[机构业务二部-营销部-营销关-__-ctp],jykf05,,
20113001,大连金石氧化锌有限公司,20200108,,13478617899,71699431-1,只可平仓,,中国辽宁省大连市金州区石河镇石河村,第三交易中心,,,王国元,法人,1306fh____[机构业务六部(李奇峰)-营销部-营销李奇峰-__-__],ylp,,
20113666,河北天汇物华供应链管理有限公司,20201231,,13810310918,MA0CM9E1-X,正常,,中国河北省秦皇岛市海港区道德街34号1616室,第三交易中心,,,刘敬,法人,1306F8__01[机构业务六部(李奇峰)-营销部-机构业务六部(李奇峰)营销黄艳-__-ctp],zbywjgglg,,
20113888,秦皇岛市恒捷塑料有限公司,20200820,,13333317579,68275198-6,只可平仓,,中国河北省秦皇岛市海港区北港镇姚周寨村西,第三交易中心,,,杜霜,法人,F402qt__01[天津3-居间-天津3居间河北天汇物华供应链管理有限公司-__-ctp],ylp,,
20115777,山西新澳迩制药有限公司,20200325,,18635942016,MA0KDCEB-8,只可平仓,,中国山西省运城市临猗县高新工业园区489号东,第三交易中心,,,徐涓,法人,0206__ye__[运城营业部-营销部-__-运城王彪峰开发-__],wzd2,,
20122001,大连布兰克商贸有限公司,20200108,,13555999373,05112149-4,只可平仓,,中国辽宁省大连市中山区上海路4号15层C3号,第三交易中心,,,张丽,法人,3506iz____[大连分公司-营销部-大连李健-__-__],zyh2,,
20126003,北京蓝色天际投资有限责任公司,20200228,,18610476221,20196194-0,正常,,中国北京市朝阳区西大望路63号传奇星广场10号,第三交易中心,,,,法人,4002hj__29[机构业务二部-居间-北京居间杨海龙-__-CTP-自有资金],zyy1,,
20126008,北京金大虎资本管理有限公司,20200113,20210203,13811134962,63159284-X,销户,,中国北京市大兴区亦庄开发区地盛北街1号北工大软件园18号楼云基地9层,第三交易中心,,,,法人,4006__c701[机构业务二部-营销部-__-北京营销陈能镇-ctp],ywf,dhz,
20127999,杭州南象资产管理有限公司,20200813,,,10178144-0,正常,,中国浙江省杭州市西湖区求是路8号公元大厦北楼1201室,第三交易中心,,,,法人,2706bk__01[杭州营业部-营销部-杭州营业部钱睿清-__-ctp],yl,,
20128001,横琴广金美好基金管理有限公司,20200113,,020-66606689,91150000701463155D,正常,,中国广东省广州市珠江东路30号广州银行大厦2201,第三交易中心,,,,法人,4106h4__29[广东分公司-营销部-广东分营销黄友良-__-CTP-自有资金],zyy1,,
20128002,珠海格林顿资产管理有限公司,20200305,,18620561001,10178144-0,正常,,中国广东省广州市天河区花城大道68号,第三交易中心,,,,法人,4106h4__29[广东分公司-营销部-广东分营销黄友良-__-CTP-自有资金],zyy1,,
20128006,厦门宁水投资管理有限公司,20200529,20210309,15396259436,63159284-X,销户,,中国福建省厦门市思明区环岛东路1811号中航紫金广场B座1702单元,第三交易中心,,,,法人,410667__01[广东分公司-营销部-广东分营销林佳桦-__-ctp],xyq2,dhz,
20128008,厦门宁水投资管理有限公司,20200612,20210329,15396259436,63159284-X,销户,,中国福建省厦门市思明区环岛东路1811号中航紫金广场B座1702单元,第三交易中心,,,,法人,410667__01[广东分公司-营销部-广东分营销林佳桦-__-ctp],xyq2,dhz,
20128009,珠海格林顿资产管理有限公司,20200916,,18620561001,19223854-9,正常,,中国广东省广州市天河区花城大道68号环球都会广场1101室,第三交易中心,,,,法人,4106h4__01[广东分公司-营销部-广东分营销黄友良-__-ctp],xyq2,,
20128068,深圳t海恒航资产管理有限责任公司,20200630,,18118569906,34988850-8,只可平仓,,中国广东省佛山市南海区桂城平洲嘉邦国金中心2座1001室,第三交易中心,,,,法人,4102qd__01[广东分公司-居间-广东居间关惠盈-__-ctp],jykf03,,
20128088,广东金商科技发展有限公司,20200303,20210420,18038808866,MA5CRW3X-0,销户,,中国广东省广州市天河区天河北路179号第21层F003房号,第三交易中心,,,刘晓智,法人,4106h4__01[广东分公司-营销部-广东分营销黄友良-__-ctp],xyq2,dhz,
20128128,广东远通电子商务有限公司,20200925,,18188807869,MA9UPUMU-4,正常,,中国广东省广州市南沙区创景街7号1210房,第三交易中心,,,胡文,法人,410667____[广东分公司-营销部-广东分营销林佳桦-__-__],jykf03,,
20128168,深圳前海点石成金股权投资合伙企业(有限合伙),20200630,,15627733101,35929700-7,只可平仓,,中国广东省佛山市南海区桂城夏南路61号创越时代创意产业园2座6楼全层,第三交易中心,,,谭宏伟,法人,4106h4__01[广东分公司-营销部-广东分营销黄友良-__-ctp],xyq2,,
20128188,深圳纽富斯投资管理有限公司,20200826,20210713,,192238549,销户,,中国广东省广州市天河区珠江东路6号周大福金融中心1703、04室,第三交易中心,,,,法人,410667__01[广东分公司-营销部-广东分营销林佳桦-__-ctp],xyq2,dhz,
20129001,弦高(苏州)资产管理有限公司,20200402,,18321004675,63159284-X,正常,,中国上海市浦东新区杨高南路729号陆家嘴世纪金融广场1号楼9层,第三交易中心,,,,法人,4206incm01[上海分公司-营销部-上海陈祥d-范溪-ctp],zyy1,,
20129002,深圳市福克斯投资有限公司,20201116,,15815887958,914403001017814402,正常,,中国广东省深圳市南山区侨香路智慧广场A栋2单元9楼,第三交易中心,,,,法人,4206H9__01[上海分公司-营销部-上海分营销欧柳艳-__-ctp],xsr,,
20162888,天津瑞川伟业商贸有限公司,20201204,,18630930832,78935132-5,只可平仓,,中国天津市河北区博爱道1号君临天下A座40A,第三交易中心,,,蔡军,法人,0806__jt01[天津营业部-营销部-__-天津营销孙兴睿-ctp],jykf03,,
